intent,Rid,Request
atis_flight,1030,what is the earliest flight on thursday from atlanta to washington dc
atis_flight,1031,what are the flights from denver to oakland
atis_ground_service,1032,what kind of ground transportation is there in philadelphia
atis_abbreviation,1033,what does ls stand for
atis_flight,1034,what flights are there between atlanta and denver
atis_flight,1035,i would like to travel from indianapolis to houston
atis_flight,1036,give me a flight between boston and denver
atis_airline,1037,please show me airlines with flights from denver to boston with a stopover in philadelphia
atis_flight,1038,are there any flights from boston to oakland that stop
atis_airfare,1039,find me the cheapest one way fare i can get from boston to denver
atis_flight,1040,list daily flights from oakland to boston using continental airlines
atis_flight,1041,on monday show me flights from baltimore to dallas
atis_ground_service,1042,can you help me with ground transportation information i need to get from the airport in philadelphia to downtown philadelphia
atis_flight,1043,are there any flights from milwaukee to tacoma on friday june eleventh
atis_flight,1044,what is the latest flight from san francisco to boston
atis_flight,1045,show me all flights from san francisco to washington dc
atis_flight,1046,may i see all nonstop flights from st. petersburg to charlotte
atis_flight,1047,i would like to travel from washington dc to pittsburgh on august twentieth
atis_flight,1048,also give me a list of flights between oakland and boston
atis_flight,1049,i want the flights from denver to pittsburgh
atis_flight,1050,what are the flights from indianapolis to san diego on wednesday the twelfth
atis_flight,1051,what's the earliest flight from san francisco to boston
atis_flight,1052,are there any flights from denver to atlanta which connect in pittsburgh
atis_flight,1053,i would like an early flight from la to charlotte monday morning
atis_flight,1054,show me all flights from baltimore to san francisco
atis_flight,1055,on july twenty third all flights on american airlines from philadelphia to san francisco
atis_flight,1056,show me the flights from love field
atis_airfare,1057,what do these cost
atis_flight,1058,show me all the flights from burbank
atis_flight,1059,please find a flight on delta from philadelphia to san francisco and give me the flight numbers
atis_flight,1060,i'd like flights on american from philadelphia to dallas arriving before 1145 am
atis_airfare,1061,what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth
atis_flight,1062,what flights are there from charlotte to baltimore
atis_flight,1063,does american airlines fly from philadelphia to san francisco
atis_flight,1064,which flights are there on tuesday from san francisco to pittsburgh
atis_flight,1065,what are all flights from san francisco to philadelphia with stops in pittsburgh
atis_airfare,1066,what is the cost for these flights from baltimore to philadelphia
atis_flight,1067,i'd like to get a flight from washington to oakland with a stopover in dallas fort worth for september fifteenth
atis_flight,1068,show me all us air flights from atlanta to denver for the day after tomorrow
atis_abbreviation,1069,does dl stand for delta
atis_quantity,1070,how many flights does continental airlines have with a class of service code f
atis_flight,1071,i would like information on twa flights from washington to philadelphia
atis_flight,1072,i would like a flight as early as possible in the day leaving from boston and to denver
atis_flight,1073,show me the flights from pittsburgh to san francisco on friday
atis_flight,1074,i want a flight from san diego to indianapolis that leaves tuesday afternoon
atis_flight,1075,flights from memphis to las vegas on sunday
atis_quantity,1076,list the number of flights leaving boston for dallas fort worth before 9 am in the morning
atis_airfare,1077,what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental
atis_flight,1078,now i need a one way flight from pittsburgh to denver
atis_flight,1079,what flights are available friday from san francisco to boston
atis_aircraft,1080,i would like a to know the type of aircraft leaving from atlanta bound to boston on friday this week
atis_flight,1081,i'd like to know the shortest trip between boston and san francisco
atis_abbreviation,1082,what is the abbreviation for canadian airlines international
atis_flight,1083,show me the nonstop flights from houston to dallas
atis_flight,1084,information on flights from atlanta to washington dc departing on thursday before 9 am
atis_flight,1085,are there any flights from denver to atlanta to pittsburgh
atis_airfare,1086,i would like to see the economy fares for denver to philadelphia
atis_flight,1087,show me all nonstop flights from salt lake city to cincinnati
atis_flight,1088,please list the flights from charlotte to long beach arriving after lunch time
atis_flight,1089,show me the flights from philadelphia to boston
atis_flight,1090,can you tell me what flights you have from baltimore to dallas
atis_flight,1091,i'd like to fly from minneapolis to long beach two days from today in the early morning
atis_airfare,1092,can you show me the price of a flight to washington from atlanta on thursday morning
atis_flight,1093,all round trip flights between new york and miami coach fare
atis_flight,1094,what is the last flight from san francisco to dallas fort worth
atis_flight,1095,show me the flights from philadelphia to atlanta
atis_flight,1096,what are the flights from denver to san francisco on tuesday october fifteenth
atis_flight,1097,denver to philadelphia monday
atis_flight,1098,show flights first class on american airlines between dallas and philadelphia
atis_flight,1099,do you have a flight from salt lake city to st. petersburg on june second
atis_flight,1100,what flights are available tomorrow from denver to philadelphia
atis_flight,1101,what flights are available thursday afternoon from baltimore to atlanta
atis_flight,1102,is there a flight from atlanta to san francisco that stops over in denver
atis_flight,1103,i want to fly philadelphia to dallas on july eighth
atis_flight,1104,pittsburgh to denver
atis_flight,1105,please give me a flight from boston to atlanta before 10 am in the morning
atis_airfare,1106,please show me all fares for flights from denver to oakland
atis_flight,1107,what flights are there from houston to dallas
atis_flight,1108,what's the earliest flight from san jose to houston
atis_flight,1109,on november twenty third what flights are available between boston and denver
atis_flight,1110,i also need to go to san francisco on wednesday evening from dallas
atis_flight,1111,i'd like the flights from san jose to nashville on the morning of friday june third
atis_airfare,1112,show me all first class fares from new york to miami leaving on a tuesday
atis_flight,1113,i would like information on flights from denver to san francisco after noon on wednesday
atis_flight,1114,dallas to oakland monday
atis_flight,1115,show me all flights from san diego to dulles on boeing 767
atis_flight,1116,i would like to find a flight that goes from la guardia airport to san jose i would like the flight to be on united airlines and arrive in san jose around 10 pm
atis_flight,1117,i'd like to fly from san francisco to boston with a stopover in dallas fort worth and i want to fly on delta airlines
atis_ground_service,1118,what is the ground transportation available in denver
atis_flight,1119,i'd like to go from boston to san francisco with a stop in dallas
atis_flight,1120,flights from atlanta please
atis_flight,1121,i want a flight on twa from boston to san francisco
atis_flight,1122,give me the flights from pittsburgh to los angeles on thursday evening
atis_flight,1123,can you show me flights from baltimore to dallas
atis_flight,1124,show me flights from pittsburgh to philadelphia
atis_flight,1125,show all flights from boston to denver on july thirty first
atis_airfare,1126,how much does it cost to fly one way from boston to washington first class
atis_flight,1127,what stops does dl 838 make from san francisco to atlanta
atis_flight,1128,phoenix to newark wednesday
atis_flight,1129,show me all flights from boston to pittsburgh on wednesday of next week which leave boston after 2 o'clock pm
atis_flight,1130,looking for a flight from denver to salt lake city
atis_flight,1131,i would like information on a flight between washington and san francisco with a stopover in dallas
atis_flight,1132,can you list all flights leaving from st. louis and arriving in milwaukee
atis_flight,1133,is there one stop with the us air boston leaving at 705 to atlanta
atis_flight,1134,nonstop or connecting flights from seattle to boston
atis_flight,1135,from denver to baltimore
atis_flight,1136,please show me flights from dallas fort worth to atlanta on monday
atis_flight,1137,what's the cheapest flight from dallas to baltimore on december seventeenth
atis_flight,1138,show me the latest dinner flight from baltimore to oakland
atis_flight,1139,on august thirtieth i would like a flight from denver to san francisco in the early am
atis_flight,1140,i would like a flight from atlanta to dallas on friday that arrives in dallas by 6 pm
atis_flight,1141,leave flight from boston to atlanta leave boston approximately 1 pm
atis_flight,1142,on tuesday the twenty third flights from philadelphia to san francisco on american airlines
atis_flight,1143,i need a flight from montreal quebec to san diego california leaving this sunday
atis_flight,1144,show me flights from philadelphia to baltimore
atis_flight,1145,what northwest airline flights leave denver before noon
atis_flight,1146,show me the least expensive flight leaving miami on sunday after 12 o'clock noon and arriving cleveland
atis_flight,1147,could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100
atis_flight,1148,show me the earliest flight on august second from boston to denver that serves a meal
atis_airfare,1149,what is the cost of united airlines flight 415 from chicago to kansas city thursday night
atis_flight,1150,list all flights from boston to san francisco with more than 3 stops
atis_flight,1151,show me all direct flights from dallas fort worth to either san francisco or oakland
atis_flight,1152,i want to go from denver to oakland
atis_flight,1153,is there a flight from boston to atlanta which leaves boston in the afternoon and arrives close to 5 pm
atis_flight,1154,from baltimore to san francisco
atis_ground_service,1155,is there ground transportation from the airport to downtown phoenix
atis_flight,1156,what are all flights from boston to pittsburgh on wednesdays
atis_flight,1157,show me the flights from baltimore to philadelphia
atis_flight,1158,show me flights from denver to philadelphia on a monday
atis_flight,1159,is there a flight between oakland and boston with a stopover in dallas fort worth on twa
atis_flight,1160,show me the flights from denver to philadelphia again
atis_flight,1161,show me all flights from san francisco to pittsburgh
atis_flight,1162,show me the flights from baltimore to boston
atis_abbreviation,1163,what does restriction ap 57 mean
atis_flight,1164,i would like a nonstop flight from jfk to las vegas on march second
atis_airfare,1165,show me fares from miami to new york
atis_flight,1166,i need to know what flights leave atlanta on sunday evening and arrive in baltimore
atis_flight,1167,i would like to know the latest flight on wednesday you have leaving from oakland to salt lake city which offers a meal
atis_flight,1168,what first class flights are available on july twenty fifth 1991 from denver to baltimore
atis_ground_service,1169,could you tell me about ground transportation arrangements from the dallas airport to downtown dallas
atis_flight,1170,give me all nonstops from new york city to las vegas that arrive on a sunday
atis_airline,1171,which airlines have daily flights from boston to dallas
atis_flight,1172,nonstop flights denver to kansas city
atis_flight,1173,i would like information information on flights from san francisco to denver on thursday morning
atis_flight,1174,now i'd like to see flights from detroit to st. petersburg on the next tuesday
atis_flight,1175,show me the cheapest one way flight from atlanta to pittsburgh
atis_flight,1176,show me flights from pittsburgh to atlanta on monday morning
atis_flight,1177,an early flight on wednesday morning from baltimore to newark
atis_flight,1178,which flights arrive in st. louis from st. paul on thursday morning
atis_flight,1179,list nonstop flights from houston to dallas which arrive after 8 pm
atis_flight,1180,can you list all flights from washington to toronto
atis_abbreviation,1181,what does us mean
atis_flight,1182,flight from boston to baltimore
atis_flight,1183,i'd like to find a flight from tampa to montreal that makes a stop in new york
atis_flight,1184,what is the cheapest flight from pittsburgh to atlanta
atis_flight,1185,i need to fly from dallas to san francisco and be in san francisco by 4 pm
atis_flight,1186,please list all flights between indianapolis and orlando on the twenty seventh of december
atis_flight,1187,show me morning flights from atlanta to philadelphia
atis_flight,1188,i want a flight on saturday from minneapolis to long beach
atis_quantity,1189,how many first class flights does united have leaving from all cities today
atis_airfare,1190,what is the least expensive one way fare from boston to san francisco
atis_flight,1191,show me the flights from baltimore to boston
atis_quantity,1192,how many flights does delta have with a class of service code f
atis_flight,1193,san francisco to philadelphia please
atis_flight,1194,i need a flight from san francisco to pittsburgh and then pittsburgh to new york and new york to san francisco
atis_flight,1195,i would like to know the flights that are available leaving out of pittsburgh to san francisco on thursday night after 9 pm
atis_flight,1196,please find the earliest possible flight from boston to denver
atis_flight,1197,show me flights from new york to miami on a tuesday with a round trip fare less than 466 dollars
atis_flight,1198,find me the latest flight leaving atlanta august seventh and arriving in denver
atis_flight,1199,on tuesday what flights leave phoenix to st. paul minnesota and leave after noon
atis_abbreviation,1200,what does mco mean
atis_flight,1201,what is the least expensive flight available from dallas fort worth to san francisco
atis_flight,1202,show me the flights from dallas to atlanta
atis_flight,1203,i would like information on flights leaving early monday morning from atlanta to baltimore
atis_flight,1204,please list all flights from atlanta to baltimore on wednesday and thursday
atis_flight,1205,what is your cheapest flight from pittsburgh to denver
atis_flight,1206,show me the flights from boston to pittsburgh on thursday
atis_flight,1207,please list the flights from ontario california to orlando florida
atis_flight,1208,flights from pittsburgh to baltimore arriving between 4 and 5 pm
atis_flight,1209,show me all flights arriving at dallas
atis_flight,1210,list daily flights from oakland to boston using delta airlines
atis_abbreviation,1211,what is restriction ap 57
atis_flight,1212,show me flights between milwaukee and phoenix on saturday or sunday american airlines
atis_flight,1213,what are all flights from pittsburgh to boston on wednesdays
atis_flight,1214,i'd like to fly from denver to atlanta with a stop in pittsburgh
atis_flight,1215,the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday
atis_airfare,1216,what is the fare going from baltimore to atlanta one way on november seventh
atis_abbreviation,1217,what is restriction ap57
atis_flight,1218,all northwest flights with stopovers in denver
atis_flight,1219,interested in a flight from washington to fort worth
atis_flight,1220,show flights from pittsburgh into san francisco
atis_ground_service,1221,what is the ground transportation available in boston
atis_airfare,1222,give me fares from atlanta to baltimore
atis_ground_service,1223,is there ground transportation between airport and downtown in boston
atis_airfare,1224,how much is the cheapest flight from denver to pittsburgh with a stop in atlanta
atis_flight,1225,all flights pittsburgh to baltimore on thursday arrival by 10 am
atis_flight,1226,list united flights from denver to san francisco on wednesdays
atis_flight,1227,what flights are there from dallas to pittsburgh on monday morning
atis_flight,1228,what flights do you have from milwaukee to tampa
atis_flight,1229,all flights from boston to washington dc on the tenth of november
atis_airfare,1230,i need one first class ticket from dallas fort worth to san francisco
atis_flight,1231,what is the earliest flight from boston to washington
atis_flight,1232,flights on sunday from tampa to charlotte
atis_airfare,1233,i'd like to buy a coach class ticket for a flight from denver to atlanta
atis_flight,1234,show me flights from new york to miami
atis_flight,1235,what flights are available from boston to denver
atis_flight,1236,find me the earliest flight from boston to denver that serves breakfast
atis_flight,1237,show me all flights arriving at love field from other airports
atis_airline,1238,what airlines have business class service between boston and san francisco
atis_abbreviation,1239,what is fare code f
atis_ground_service,1240,can i see ground transportation from long beach airport to downtown
atis_flight,1241,which flights on united airlines and northwest go through denver
atis_flight,1242,what flights are there tomorrow from tacoma to san jose
atis_flight,1243,show the flights from milwaukee to orlando on a thursday morning
atis_airline,1244,show me the airlines between boston and toronto
atis_airline,1245,which airlines go from san francisco to washington by way of indianapolis
atis_flight,1246,what are the flights from baltimore to dallas on sunday afternoon
atis_flight,1247,may i have a listing of flights from minneapolis to long beach california on tuesday
atis_quantity,1248,how many nonstop flights going from dallas to oakland july twenty seventh
atis_flight,1249,i would like to find a flight that goes from tampa to montreal making a stop in new york and a flight that serves lunch
atis_flight,1250,i'd like to fly from boston to oakland through denver
atis_flight,1251,flight information from oakland to denver
atis_ground_service,1252,what ground transportation is available in baltimore for the day after tomorrow
atis_flight,1253,please list all flights between boston and atlanta
atis_flight,1254,american flights from san francisco please
atis_flight,1255,what united airlines flights go through denver
atis_airfare,1256,what is the least expensive one way fare from boston to pittsburgh
atis_flight,1257,show me flights leaving from san francisco to denver on september thirtieth
atis_flight,1258,what is the earliest flight departing san francisco and arriving in oakland on november eighth
atis_flight,1259,i need flight information leaving atlanta and arriving in baltimore for monday
atis_flight,1260,is there a flight on american airlines from boston to denver
atis_flight,1261,list all the flights that arrive at general mitchell international from various cities
atis_flight,1262,what flights from boston to pittsburgh after 723 pm
atis_flight,1263,i'm looking for a flight traveling from boston to denver one way and the cheapest way possible
atis_flight,1264,which nonstop flight from atlanta to oakland leaves in the afternoon and arrives at 5 pm
atis_flight,1265,list the flights from philadelphia to san francisco via dallas
atis_flight,1266,please list the flights from baltimore to san francisco on fridays
atis_flight,1267,show me flights from pittsburgh to philadelphia on wednesday morning
atis_airfare,1268,what is the first class fare for a round trip dallas to denver
atis_flight,1269,what flights does us air have from san francisco to pittsburgh on tuesday
atis_flight,1270,i'd like to find the cheapest flight from boston to san francisco
atis_flight,1271,what is the cheapest flight from atlanta to pittsburgh one way
atis_flight,1272,what's a flight that goes from baltimore to seattle
atis_flight,1273,are there any flights from new york to los angeles which stop over in milwaukee
atis_airfare,1274,round trip fares from pittsburgh to philadelphia under 1000 dollars
atis_flight,1275,show last flight from philadelphia to boston
atis_flight,1276,please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast
atis_flight,1277,what are the classes of service for american airlines
atis_ground_service,1278,what ground transportation is available in denver
atis_flight,1279,list the flights from st. petersburg to toronto
atis_flight,1280,list flights from phoenix to detroit on wednesday
atis_airline,1281,what airlines fly from philadelphia to san francisco
atis_flight,1282,list all american airline flights which leave phoenix on wednesday and stop at milwaukee
atis_flight,1283,i want to go between boston and washington early in the morning
atis_flight,1284,i'm in miami and i'd like to travel to las vegas on sunday
atis_flight,1285,what flights from dallas to houston on sunday
atis_flight,1286,i would like information on any flights from pittsburgh to san francisco leaving thursday evening
atis_flight,1287,show me non first class flights from baltimore to dallas
atis_flight,1288,flights from montreal to las vegas
atis_quantity,1289,how many flights does each airline have with first class service
atis_flight,1290,are there any other flights from boston to pittsburgh wednesday next week later than 5 pm
atis_flight,1291,i'd like to see flights from baltimore to atlanta that arrive before noon
atis_ground_service,1292,show me ground transportation in westchester county
atis_flight,1293,show me the flights from dallas to baltimore with a fare of 415 dollars
atis_flight,1294,i would like an early morning flight from chicago into seattle on june first on continental airline
atis_flight,1295,i would like to make a reservation for a flight to denver from philadelphia on this coming sunday
atis_ground_service,1296,ground san francisco
atis_flight,1297,i'd like to arrange a trip to baltimore on january first
atis_flight,1298,please list all the takeoffs and landings for general mitchell international
atis_flight,1299,which flight from pittsburgh to baltimore carries the smallest number of passengers
atis_flight,1300,all flights phoenix to sfo
atis_aircraft,1301,what kind of aircraft is used on a flight from cleveland to dallas
atis_abbreviation,1302,what is ewr
atis_flight,1303,all flights from denver colorado to pittsburgh pennsylvania
atis_flight,1304,what is the cheapest flight from long beach to memphis
atis_ground_service,1305,can i get a taxi from long beach airport to downtown long beach
atis_flight,1306,what is the earliest flight departing san francisco and arriving in boston on november ninth
atis_flight,1307,find me the cheapest flight from boston to washington
atis_flight,1308,hello i would like to plan a flight from boston to denver
atis_ground_service,1309,what ground transportation is available in atlanta
atis_flight,1310,what is the latest flight leaving newark for los angeles wednesday
atis_ground_service,1311,what is the ground transportation in san diego
atis_flight,1312,i would like a flight from philadelphia to dallas that makes a stop in atlanta
atis_airline,1313,what is airline us
atis_ground_service,1314,show me dallas ground transport
atis_flight,1315,before 10 o'clock on tuesday is there a 747 that flies from baltimore to san francisco
atis_flight,1316,i would like to fly to baltimore
atis_flight,1317,could you find me a flight from boston to san francisco that stops in denver
atis_flight,1318,i want a flight from los angeles to charlotte that leaves on a weekday morning
atis_flight,1319,find the flights that leave philadelphia and arrive in dallas by noon
atis_flight,1320,show me the flights on friday from newark to tampa
atis_flight_time,1321,i would like a schedule of flights from san francisco to boston on wednesday
atis_flight,1322,is there a flight between philadelphia and denver that leaves philadelphia around 2 o'clock in the afternoon
atis_flight,1323,i'm interested in a flight on american airlines from dallas to washington
atis_flight,1324,please give me a flight from pittsburgh to san francisco monday
atis_flight_time,1325,please list the flight times for boston to pittsburgh
atis_flight,1326,show me all flights from minneapolis to san diego that arrive before 7 pm
atis_flight,1327,list all the flights from atlanta to charlotte north carolina that leave next monday
atis_flight,1328,please show me flights from dallas to denver
atis_flight,1329,what is the coach economy class night service from boston to san francisco
atis_flight,1330,is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm
atis_flight,1331,please list the shortest one stop flight from ontario california to orlando florida
atis_flight,1332,and what are the flights from nashville to tacoma on the eighteenth again
atis_flight,1333,i'd like to see flights from baltimore to atlanta that arrive before noon and i'd like to see flights from denver to atlanta that arrive before noon
atis_flight,1334,list all flights on saturday from dallas to san francisco nonstop
atis_flight,1335,show me flights from san francisco to boston on thursday
atis_flight,1336,i need a flight from indianapolis to toronto reaching toronto on thursday morning
atis_flight_time,1337,what time does the flight leave denver going to san francisco on continental airlines
atis_flight,1338,i'd like to see the flights from denver to philadelphia again
atis_flight,1339,what flights from st. paul to kansas city on friday with breakfast served
atis_flight,1340,show me flights from philadelphia to oakland on friday
atis_ground_service,1341,show me the car rentals in baltimore
atis_flight,1342,on united airlines flying from denver to san francisco before 10 am what type of aircraft is used
atis_flight,1343,show me all direct flights from san francisco to boston departing before noon
atis_airfare,1344,what is the least expensive one way fare between philadelphia and boston
atis_flight,1345,give me the earliest flight tomorrow on northwest airlines from st. petersburg to milwaukee
atis_flight,1346,what flights does delta have between boston and san francisco
atis_flight,1347,does american airlines have a flight from pittsburgh to atlanta
atis_flight,1348,can i go from boston to san francisco with a stopover in denver
atis_flight,1349,show me the cheapest flights round trip from new york to san jose arriving in san jose before 7 pm
atis_abbreviation,1350,what is fare code m
atis_airfare,1351,list all round trip fares from phoenix to washington
atis_flight,1352,only show continental flights
atis_flight,1353,show me all flights from philadelphia to baltimore
atis_flight,1354,what flights from kansas city to atlanta arriving before 10 am on monday
atis_ground_service,1355,what is the ground transportation available in the city of philadelphia
atis_flight,1356,what flights go from dallas to denver leaving after 3 pm
atis_flight,1357,thanks and what's the last flight back from washington to boston
atis_airfare,1358,what is the lowest cost for a one way ticket from boston to washington
atis_flight,1359,what flights leave denver before noon on northwest airlines
atis_airline,1360,what airlines have business class
atis_flight,1361,please list the cheapest flights from dallas to baltimore arriving on may seventh
atis_flight,1362,give me the continental flights from seattle
atis_flight,1363,i need a flight from chicago to dallas on continental on june fifth
atis_airfare,1364,how much is a round trip fare from memphis to seattle
atis_flight,1365,i would like a flight from nashville to st. louis that arrives in st. louis around 6 pm and is nonstop
atis_flight,1366,list the nonstop flights from denver to washington dc
atis_flight,1367,flights from philadelphia to oakland
atis_flight,1368,flights from pittsburgh to newark
atis_flight,1369,what flights depart newark for tampa on friday
atis_abbreviation,1370,what is the meaning of meal code s
atis_flight,1371,show me all flights from pittsburgh to san francisco
atis_flight,1372,what flights from cincinnati to tampa
atis_flight,1373,show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm
atis_flight,1374,i'd like to fly between boston and san francisco
atis_flight,1375,show me the flights from salt lake city to st. petersburg on wednesday
atis_ground_service,1376,what is the schedule of ground transportation from the airport in philadelphia into downtown
atis_flight,1377,what is the latest return flight from atlanta to boston
atis_airfare,1378,round trip fares from baltimore to philadelphia under 1000 dollars
atis_flight,1379,list least expensive flight from dallas to baltimore
atis_flight,1380,show me the flights arriving at love field from all other airports
atis_flight,1381,what nonstop flights are available from oakland to pittsburgh
atis_flight,1382,show me the flights from all airports to love field
atis_flight,1383,please list all flights from denver to philadelphia two saturdays from now
atis_flight,1384,i'd like to leave atlanta in the afternoon and arrive in philadelphia at 5 pm
atis_abbreviation,1385,what is mco
atis_flight,1386,list all flights from tampa florida to miami that are the cheapest one way
atis_flight,1387,show me what flights are available from baltimore to dallas with economy fares
atis_flight,1388,what flights are there from atlanta to oakland on thursday
atis_flight,1389,show me all the us air flights leaving pittsburgh between 12 and 4 in the afternoon
atis_ground_service,1390,ground transportation in san jose
atis_flight,1391,show me all flights from miami to new york
atis_flight,1392,flights from oakland to san francisco on january twenty first 1992
atis_flight,1393,are there any nonstop flights leaving from dallas to baltimore july seventh with who united airlines
atis_flight,1394,show flights between boston and denver
atis_ground_service,1395,are there any limousines or taxi services available at the boston airport
atis_flight,1396,flights to baltimore
atis_flight,1397,tell me about flights from salt lake city to st. petersburg
atis_airline,1398,what airlines fly from boston to san francisco
atis_flight,1399,give me the flights with the fares from indianapolis to orlando on december twenty seventh
atis_flight,1400,what flights are available from atlanta to oakland with one way economy fares
atis_flight,1401,what are the flights from boston to san francisco leaving tomorrow
atis_flight,1402,show me all midwest express flights from detroit to chicago
atis_flight,1403,give me the flights from pittsburgh to los angeles thursday evening
atis_flight,1404,okay could you tell me what flight leaves dallas to san francisco by united airline
atis_flight,1405,list flights tomorrow from san diego to phoenix
atis_flight,1406,i'm looking for a flight from pittsburgh to san francisco
atis_quantity,1407,how many airlines fly from new york to los angeles by way of milwaukee
atis_flight,1408,flights from los angeles to pittsburgh
atis_flight,1409,what are the flights from boston to san francisco
atis_flight,1410,dallas to oakland saturday
atis_flight,1411,could you tell me what morning flights are available from oakland to denver before 10 am
atis_flight_time,1412,what is the earliest departure time from boston to denver
atis_flight,1413,show me flights from baltimore to philadelphia arriving after 2100
atis_airfare,1414,in economy class from dallas to baltimore arriving july seventh i'd like to know what's the cheapest ticket possible
atis_airfare,1415,show me the cheapest round trip fares from san francisco to salt lake city
atis_ground_service,1416,ground transportation in denver
atis_ground_service,1417,show me information on ground transportation for dallas
atis_flight,1418,what are the cheapest one way flights from atlanta to denver
atis_ground_service,1419,ground transportation please in the city of boston between airport and downtown
atis_flight,1420,show me first class flights from new york to miami leaving on a tuesday
atis_flight,1421,show me all flights from san francisco that go to boston baltimore or philadelphia
atis_flight,1422,what is the earliest flight from denver to san francisco on the morning of august twenty seventh
atis_flight,1423,show me the flights to love field from all other airports
atis_flight,1424,what're the cheapest nonstop flights from new york to miami one way
atis_ground_service,1425,show me ground transportation for dallas
atis_quantity,1426,how many first class flights does united have today
atis_flight,1427,show me the flights from newark to los angeles
atis_flight,1428,when is the first flight leaving from oakland to boston
atis_flight,1429,flights from san jose to st. paul
atis_flight,1430,what are the flights from baltimore to dallas on sunday night
atis_flight,1431,show me all flights arriving to denver from baltimore oakland and boston
atis_flight,1432,okay what flights are there us air from orlando to cleveland leaving in the afternoon
atis_flight,1433,i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm
atis_flight,1434,show me all flights on us airlines from boston to oakland california which leave after 11 o'clock am
atis_flight,1435,flights from jfk or la guardia to cleveland
atis_flight,1436,what flights from atlanta to toronto
atis_flight,1437,i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you
atis_flight,1438,please arrange a flight for me from denver to san francisco on us air
atis_flight,1439,i would like to leave early in the morning
atis_flight,1440,list flights between boston and san francisco that serve breakfast
atis_airfare,1441,what is the round trip first class fare on united from boston to san francisco
atis_flight,1442,i'd like to see all flights from pittsburgh to philadelphia again
atis_flight,1443,all right what us air flights leave from indianapolis to san diego after 130 in the afternoon
atis_flight,1444,what is the earliest flight from boston to oakland that serves a meal
atis_flight,1445,philadelphia to san francisco
atis_flight,1446,is there a flight on twa from baltimore to san francisco with a stop in denver
atis_flight,1447,i need a flight from new york to toronto thursday may six arriving by noon
atis_flight,1448,show all tuesday morning flights from pittsburgh to denver
atis_flight,1449,which flights go from philadelphia to san francisco
atis_flight,1450,i'd like flights on american airlines from philadelphia to dallas arriving before 1145 am
atis_ground_service,1451,can i get a rental car in dallas
atis_abbreviation,1452,what does restriction ap 57 mean
atis_flight,1453,show united flights between pittsburgh and baltimore
atis_flight,1454,please show me early morning flights from atlanta to philadelphia on wednesday
atis_flight,1455,i'd like a return flight from baltimore to boston
atis_flight,1456,list all flights from boston to san francisco with at least 3 stops
atis_flight,1457,does united have a flight from miami to washington dc on wednesday
atis_flight,1458,which flights go from pittsburgh to atlanta in the evening
atis_airfare,1459,coach fares only weekdays for denver to boston
atis_aircraft,1460,what types of aircraft can i get a first class ticket from philadelphia to dallas
atis_flight,1461,what flights from houston to milwaukee on friday on american airlines
atis_flight,1462,what is the earliest flight from tampa to milwaukee tomorrow
atis_flight,1463,please show me all the flights from indianapolis to san diego tomorrow
atis_airfare,1464,what is the round trip thrift fare on us air from boston to san francisco
atis_abbreviation,1465,what is sa
atis_flight,1466,what night flight do you have from san francisco to denver on united on the evening of august twenty seventh
atis_flight,1467,list flights from pittsburgh to baltimore on thursday morning nonstop
atis_flight,1468,list daily flights from denver to baltimore with first class service
atis_flight,1469,i would like a flight from pittsburgh to san francisco on august twentieth
atis_flight,1470,i would like to book a flight that goes from memphis to las vegas
atis_flight,1471,show me first class flights one way tampa to st. louis
atis_flight,1472,is there a flight leaving san francisco to denver
atis_flight,1473,i would like information on flights leaving atlanta and arriving in dallas
atis_airline,1474,do the airlines still offer first class
atis_aircraft,1475,what type of aircraft does eastern fly from atlanta to denver before 6 pm
atis_flight,1476,give me flights that arrive in baltimore from atlanta denver and pittsburgh
atis_flight,1477,show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars
atis_airfare,1478,what is the cheapest one way fare from boston to baltimore
atis_flight,1479,i need a flight from boston to pittsburgh
atis_flight,1480,show me the flights from boston to pittsburgh on wednesdays and thursdays
atis_flight,1481,give me a flight from new york city to las vegas and a flight from memphis to las vegas that arrive at the same time
atis_flight,1482,where does flight ua 281 from boston to oakland stop
atis_flight,1483,do you have a night flight from washington to boston on august twenty seventh
atis_flight,1484,show me the flight that leaves philadelphia in the afternoon and arrives in the evening in denver
atis_flight,1485,show me all the flights from boston to denver that serve lunch
atis_flight,1486,display all flights from dallas to boston on july thirtieth
atis_flight,1487,from las vegas to phoenix departing in the morning
atis_flight,1488,all flights from long beach to phoenix
atis_flight,1489,show me all flights from boston to denver which arrive in denver wednesday before 6
atis_ground_service,1490,what does ground transportation look like in oakland
atis_flight,1491,list all flights at general mitchell international
atis_flight,1492,show me all overnight flights from washington dc to san francisco and list their fares
